timestep,demand_el,biomass,brown_lig,coal_derived_gas,fossil_gas,fossil_hardcoal,fossil_oil,fossil_oil_shale,fossil_peat,geothermal,hydro_pumped_storage,run_of_river,hydro_water_reservoir,marine,nuclear,other ,other_renewable,solar,waste,wind_offshore
3550,240257.00172,4484,13167,337,979,1977,191,n/e,n/e,13,534,1540,61,n/e,10474,3131,92,0,264,2690
3551,221315.5783479,4484,12579,337,973,1977,192,n/e,n/e,13,23,1539,96,n/e,10409,3634,92,0,264,2680
3552,204201.8361784,4486,11696,334,950,1966,192,n/e,n/e,13,144,1540,92,n/e,10331,3501,92,0,264,2657
3553,197112.6484835,4481,10506,320,857,1671,192,n/e,n/e,13,379,1534,48,n/e,10200,3155,92,0,280,2683
3554,194177.2817037,4485,10189,306,797,1650,192,n/e,n/e,13,228,1532,45,n/e,10100,3111,92,0,278,2734
3555,196563.4210515,4472,10253,303,824,1662,192,n/e,n/e,13,22,1532,107,n/e,9962,3079,92,0,270,2767
3556,198912.6375467,4486,10351,303,829,1639,192,n/e,n/e,13,103,1537,89,n/e,9868,3503,92,0,264,2785
3557,197689.5680551,4485,10219,303,835,1642,192,n/e,n/e,13,100,1537,115,n/e,9993,3647,92,0,266,2790
3558,197537.2612882,4483,9902,303,839,1634,192,n/e,n/e,13,100,1537,54,n/e,10057,3593,92,0,265,2783
3559,206546.437317,4473,9637,303,841,1633,191,n/e,n/e,13,100,1534,68,n/e,10048,3358,92,0,271,2766
3560,220950.9651787,4475,9373,303,834,1592,191,n/e,n/e,13,0,1533,117,n/e,10046,3372,92,0,269,2763
3561,229263.2223652,4468,9138,303,836,1567,191,n/e,n/e,13,100,1534,160,n/e,10075,3499,92,0,274,2769
3562,232586.2790971,4474,9165,303,840,1539,191,n/e,n/e,13,100,1533,91,n/e,10053,3172,92,0,278,2778
3563,234192.4231842,4473,9209,303,846,1554,191,n/e,n/e,13,0,1533,81,n/e,10063,3035,92,0,271,2776
3564,226447.8548562,4475,9226,303,844,1589,191,n/e,n/e,13,0,1533,86,n/e,10054,3058,92,0,273,2775
3565,216681.7603495,4473,9231,303,844,1562,191,n/e,n/e,13,0,1534,91,n/e,9985,2930,92,0,269,2771
3566,209518.7269495,4473,9228,303,846,1503,191,n/e,n/e,13,0,1533,65,n/e,9912,3119,92,0,272,2764
3567,206814.1279982,4475,9225,303,851,1499,191,n/e,n/e,13,0,1532,49,n/e,9845,3031,92,0,262,2760
3568,207100.2801057,4474,9204,303,841,1493,191,n/e,n/e,13,0,1530,56,n/e,9825,2879,92,0,275,2766
3569,213700.2400039,4473,9187,303,834,1493,191,n/e,n/e,13,0,1529,54,n/e,9823,3065,92,0,273,2767
3570,219935.5867328,4475,9162,303,839,1497,191,n/e,n/e,13,98,1528,46,n/e,9778,3097,92,0,269,2767
3571,222363.2642898,4471,9171,303,842,1504,191,n/e,n/e,13,0,1527,49,n/e,9744,2885,92,0,271,2769
3572,216552.5303655,4470,9183,303,847,1489,192,n/e,n/e,13,97,1524,37,n/e,9724,2805,92,0,269,2773
3573,214937.1555652,4475,9180,303,846,1505,192,n/e,n/e,13,0,1523,40,n/e,9599,3027,92,0,269,2759
3574,213104.8590061,4478,9177,303,844,1525,192,n/e,n/e,13,97,1523,20,n/e,9242,3178,92,0,278,2772
3575,200592.6273389,4482,9186,303,853,1445,191,n/e,n/e,13,0,1521,78,n/e,9071,3174,92,0,276,2765
3576,190932.6860334,4477,9115,303,840,1160,191,n/e,n/e,13,0,1519,99,n/e,8950,3212,92,0,269,2760
3577,181245.0525885,4416,9105,303,834,1163,191,n/e,n/e,13,0,1508,24,n/e,8809,3039,92,0,279,2766
3578,177608.1516096,4464,9077,303,835,1182,191,n/e,n/e,13,97,1514,62,n/e,8448,3200,92,0,280,2776
3579,175540.4718653,4475,9074,303,848,1178,191,n/e,n/e,13,0,1511,110,n/e,8309,3235,92,0,285,2780
3580,174594.323768,4473,9350,303,849,1178,192,n/e,n/e,13,0,1511,91,n/e,8295,3069,92,0,288,2778
3581,172420.4908225,4472,9522,303,836,1155,191,n/e,n/e,13,0,1517,80,n/e,8345,2984,92,5,272,2779
3582,173878.9434993,4475,9359,303,812,1169,191,n/e,n/e,13,0,1515,112,n/e,8375,2609,92,3,276,2778
3583,177677.3819582,4481,9304,305,815,1213,192,n/e,n/e,13,95,1519,65,n/e,8383,2604,92,11,269,2788
3584,186903.4797459,4493,9429,306,824,1223,191,n/e,n/e,13,93,1519,48,n/e,8254,2691,92,120,273,2781
3585,196803.4195932,4509,9544,306,827,1246,191,n/e,n/e,13,0,1522,75,n/e,8172,2589,92,476,275,2773
3586,206518.7451776,4518,9464,306,827,1251,190,n/e,n/e,13,29,1521,67,n/e,8341,2561,92,948,271,2766
3587,218218.674088,4515,9433,306,833,1270,191,n/e,n/e,13,50,1519,65,n/e,8905,2504,92,1456,273,2764
3588,216769.4521243,4518,9526,306,837,1308,190,n/e,n/e,13,17,1521,66,n/e,9401,2513,92,2050,274,2733
3589,208567.9634956,4510,9678,306,830,1322,189,n/e,n/e,13,7,1519,36,n/e,9544,2854,92,2602,270,2661
3590,202424.9238981,4511,9699,306,823,1332,189,n/e,n/e,13,14,1520,76,n/e,9812,2934,92,3107,279,2628
3591,200117.245612,4507,9717,306,823,1305,189,n/e,n/e,13,70,1520,139,n/e,9932,2998,92,3795,269,2591
3592,200297.2445183,4512,9917,306,853,1303,189,n/e,n/e,13,34,1521,190,n/e,10122,3184,92,4395,277,2519
3593,207109.5108188,4509,10433,306,877,1305,189,n/e,n/e,13,1679,1517,99,n/e,10335,3116,92,4889,278,2579
3594,216852.5285426,4506,11096,306,909,1301,189,n/e,n/e,13,2212,1520,84,n/e,10406,3245,92,5356,269,2624
3595,219704.8189042,4505,11492,306,924,1285,189,n/e,n/e,13,2523,1520,63,n/e,10417,3233,92,5742,265,2637
3596,216690.9910626,4504,11922,306,919,1272,189,n/e,n/e,13,2718,1520,60,n/e,10425,3158,92,6047,272,2607
3597,220037.1245774,4499,12722,306,917,1277,189,n/e,n/e,13,1634,1517,47,n/e,10428,3469,92,6263,270,2577
3598,220194.0467009,4503,13294,306,920,1267,189,n/e,n/e,13,1747,1518,44,n/e,10427,3458,92,6414,277,2645
3599,204824.9093156,4514,13776,307,926,1270,189,n/e,n/e,13,1538,1521,43,n/e,10439,3379,92,6758,277,2676
3600,191883.4494873,4515,14066,306,925,1287,189,n/e,n/e,13,939,1521,43,n/e,10437,3415,92,6829,286,2633
3601,187171.1704271,4508,13965,307,918,1293,189,n/e,n/e,13,1149,1516,43,n/e,10444,3247,92,7108,290,2592
3602,189709.6165418,4515,13860,306,914,1279,189,n/e,n/e,13,683,1517,43,n/e,10441,3202,92,6991,285,2740
3603,192746.5211663,4514,13876,306,918,1269,189,n/e,n/e,13,284,1516,46,n/e,10499,3206,92,6977,281,2768
3604,200274.1677355,4517,13630,307,917,1272,189,n/e,n/e,13,0,1516,28,n/e,10481,3353,92,6830,273,2775
3605,210797.18072,4499,13225,307,916,1251,189,n/e,n/e,13,0,1516,105,n/e,10478,3092,92,6866,275,2789
3606,242458.526805,4484,12810,306,918,1251,189,n/e,n/e,13,0,1515,31,n/e,10456,2831,92,6580,269,2774
3607,267824.5265255,4493,12361,307,918,1214,189,n/e,n/e,13,0,1515,36,n/e,10406,2635,92,6169,276,2774
3608,284573.6555259,4498,12146,307,914,1213,189,n/e,n/e,13,41,1515,87,n/e,10294,2860,92,5706,271,2795
3609,290827.4636811,4498,11933,307,913,1264,189,n/e,n/e,13,0,1513,133,n/e,10218,2807,92,5131,267,2794
3610,297792.0367485,4494,11867,307,906,1257,189,n/e,n/e,13,42,1512,128,n/e,10178,2798,92,4702,265,2789
3611,303750.4620832,4494,11765,307,883,1257,189,n/e,n/e,13,0,1506,129,n/e,10192,3067,92,4284,266,2787
3612,299642.7947339,4498,11671,307,833,1259,189,n/e,n/e,13,42,1507,110,n/e,10202,2942,92,3765,259,2789
3613,298096.6502823,4508,11612,306,802,1267,189,n/e,n/e,13,42,1511,118,n/e,10227,2971,92,3303,268,2803
3614,292802.836294,4510,11595,307,797,1262,189,n/e,n/e,13,0,1512,45,n/e,10303,2755,92,2816,261,2810
3615,288399.7861242,4495,11530,306,797,1248,189,n/e,n/e,13,38,1512,31,n/e,10371,2872,92,2317,269,2819
3616,283945.967032,4495,11606,307,811,1237,190,n/e,n/e,13,0,1508,35,n/e,10375,2971,92,1832,273,2824
3617,283789.0449086,4474,11810,307,860,1252,190,n/e,n/e,13,0,1503,9,n/e,10250,3018,92,1358,281,2817
3618,283802.8909783,4488,11878,306,887,1281,190,n/e,n/e,13,0,1504,17,n/e,10276,2998,92,1002,269,2815
3619,280890.6009813,4491,12120,306,904,1281,189,n/e,n/e,13,137,1505,13,n/e,10334,3054,92,684,269,2815
3620,270644.5093911,4490,12822,306,906,1296,189,n/e,n/e,13,191,1504,74,n/e,10388,3505,92,394,269,2812
3621,262470.7129018,4491,13835,306,910,1290,189,n/e,n/e,13,193,1509,54,n/e,10315,3458,92,155,273,2809
3622,251744.6242281,4491,14575,306,916,1290,189,n/e,n/e,13,380,1514,72,n/e,10503,3443,92,42,266,2812
3623,231893.9756113,4492,15018,306,927,1296,189,n/e,n/e,13,1426,1513,102,n/e,10563,3320,92,14,269,2819
3624,216270.9936146,4491,15314,306,930,1351,189,n/e,n/e,13,2437,1514,95,n/e,10554,3133,92,0,288,2822
3625,207584.8925458,4489,14973,306,930,1447,189,n/e,n/e,13,3392,1514,74,n/e,10474,3504,92,0,281,2833
3626,204663.3718356,4491,14829,306,934,1546,189,n/e,n/e,13,4799,1513,44,n/e,10545,3585,92,0,288,2825
3627,206772.5897891,4495,14871,306,932,1581,189,n/e,n/e,13,3195,1513,39,n/e,10561,3528,92,0,280,2824
3628,211886.404871,4497,14932,306,929,1582,189,n/e,n/e,13,2850,1515,46,n/e,10569,3335,92,0,287,2824
3629,217849.4455622,4497,14949,306,925,1575,189,n/e,n/e,13,2560,1514,30,n/e,10557,3550,92,0,285,2826
3630,245435.431794,4498,14910,306,884,1555,189,n/e,n/e,13,3301,1512,30,n/e,10499,3244,92,0,269,2829
3631,273986.0275493,4499,14883,306,911,1522,189,n/e,n/e,13,1721,1509,29,n/e,10480,3181,92,0,269,2828
3632,286775.1806108,4498,14942,306,914,1275,189,n/e,n/e,13,1796,1508,95,n/e,10492,3296,92,0,263,2784
3633,289189.012098,4498,15151,306,924,1266,189,n/e,n/e,13,1818,1504,55,n/e,10483,3328,92,0,274,2747
3634,292908.9894952,4498,15251,306,937,1251,189,n/e,n/e,13,923,1501,54,n/e,10488,3420,92,0,271,2756
3635,295682.818795,4498,15156,306,952,1233,189,n/e,n/e,13,251,1500,38,n/e,10438,3528,92,0,272,2660
3636,289512.0870581,4498,14947,306,952,1250,189,n/e,n/e,13,336,1499,112,n/e,10308,3425,92,0,272,2611
3637,285219.805446,4498,14598,306,941,1241,189,n/e,n/e,13,1107,1499,130,n/e,10262,3022,92,0,269,2662
3638,282256.7465266,4500,14415,306,926,1224,189,n/e,n/e,13,1217,1498,62,n/e,10212,2806,92,0,266,2749
3639,280175.2207126,4494,14375,306,925,1223,189,n/e,n/e,13,718,1495,61,n/e,10202,2883,92,0,272,2775
3640,273879.8743482,4491,14321,306,918,1195,189,n/e,n/e,13,578,1495,60,n/e,10171,2941,92,0,265,2798
3641,276441.3972457,4498,14429,306,920,1193,189,n/e,n/e,13,2130,1493,82,n/e,10188,3302,92,0,272,2801
3642,276699.8572138,4500,14397,306,913,1179,189,n/e,n/e,13,1705,1490,77,n/e,10166,3532,92,0,284,2796
3643,273598.3375973,4501,14131,306,925,1186,189,n/e,n/e,13,1038,1488,59,n/e,10182,3336,92,0,275,2762
3644,264949.1593811,4500,13547,306,925,1143,189,n/e,n/e,13,899,1482,54,n/e,10156,3158,92,0,282,2739
3645,257744.5877719,4502,12581,306,918,966,189,n/e,n/e,13,1703,1481,98,n/e,10206,2967,92,0,279,2736
3646,245804.6603198,4504,11906,306,910,903,189,n/e,n/e,13,846,1482,69,n/e,10216,2785,92,0,279,2720
3647,223932.4855243,4504,11408,306,920,926,189,n/e,n/e,13,0,1482,56,n/e,10213,3173,92,0,283,2720
3648,211867.9434447,4503,11352,306,918,980,189,n/e,n/e,13,65,1480,93,n/e,10163,3106,92,0,291,2740
3649,203860.299792,4522,11416,456,916,1162,189,n/e,n/e,13,569,1479,63,n/e,10179,2901,92,0,284,2757
3650,199337.2503513,4524,11614,453,924,1332,189,n/e,n/e,13,0,1478,89,n/e,10168,2784,92,0,280,2737
3651,200228.0141697,4524,11458,459,925,1513,189,n/e,n/e,13,0,1479,84,n/e,10165,2854,92,0,279,2754
3652,206352.592341,4518,10952,467,925,1817,189,n/e,n/e,13,26,1480,71,n/e,10148,2821,92,0,258,2787
3653,218527.9029783,4517,9857,470,881,1884,189,n/e,n/e,13,18,1482,157,n/e,10105,3223,92,0,255,2779
3654,246436.9641702,4517,9269,463,830,2044,189,n/e,n/e,13,0,1481,41,n/e,10063,2917,92,0,257,2765
3655,272836.8037629,4516,8985,446,804,2221,189,n/e,n/e,13,0,1481,45,n/e,10051,2897,92,0,259,2717
3656,287329.0233994,4513,8854,454,791,2285,189,n/e,n/e,13,28,1481,28,n/e,9897,2831,92,0,268,2560
3657,290116.698769,4512,8912,456,786,2396,189,n/e,n/e,13,0,1478,129,n/e,9665,3252,92,0,272,2525
3658,295290.5134864,4512,8997,446,790,2487,189,n/e,n/e,13,32,1477,124,n/e,9394,3283,92,0,279,2517
3659,301299.7077433,4514,9018,441,800,2481,189,n/e,n/e,13,27,1478,110,n/e,9117,3398,92,0,279,2478
3660,298742.8002024,4515,9012,447,800,2485,189,n/e,n/e,13,0,1480,104,n/e,8691,3072,92,0,277,2460
3661,296010.5091117,4515,9003,455,782,2549,189,n/e,n/e,13,21,1478,81,n/e,8438,3219,92,0,280,2454
3662,290569.0037131,4514,8998,453,788,2539,189,n/e,n/e,13,0,1479,91,n/e,8297,3360,92,0,286,2496
3663,287121.3323537,4514,9004,448,798,2554,189,n/e,n/e,13,27,1479,68,n/e,8209,3104,92,0,280,2479
3664,281670.596242,4514,8988,447,788,2565,189,n/e,n/e,13,0,1477,86,n/e,8118,3189,92,0,271,2431
3665,278712.1526792,4513,9158,446,780,2448,189,n/e,n/e,13,23,1473,97,n/e,8135,3554,92,0,278,2469
3666,275795.2473256,4514,9137,447,786,2458,189,n/e,n/e,13,25,1472,67,n/e,8122,3263,92,0,271,2652
3667,271595.272845,4514,9159,451,874,2444,189,n/e,n/e,13,0,1470,77,n/e,8176,2489,92,0,269,2624
3668,261455.3344559,4502,9187,451,1070,2451,189,n/e,n/e,13,144,1466,57,n/e,8424,2485,92,0,269,2589
3669,251730.7781584,4485,9139,457,1131,2473,189,n/e,n/e,13,0,1465,47,n/e,8691,2787,92,0,268,2499
3670,243746.2112886,4485,9128,469,1133,2467,189,n/e,n/e,13,0,1466,35,n/e,8920,2759,92,0,269,2466
3671,228529.3806702,4484,9178,459,1142,2489,189,n/e,n/e,13,0,1470,111,n/e,9241,2669,92,0,268,2469
3672,212887.9372472,4482,9112,458,1177,2529,189,n/e,n/e,13,0,1471,152,n/e,9351,2786,92,0,271,2481
3673,204811.0632459,4482,9216,472,1200,2620,189,n/e,n/e,13,203,1474,94,n/e,9473,2486,92,0,275,2451
3674,200001.8616977,4483,9690,482,1223,2675,189,n/e,n/e,13,110,1474,67,n/e,9847,3226,92,0,257,2459
3675,199438.7881959,4483,10392,469,1273,2721,189,n/e,n/e,13,95,1476,78,n/e,10100,3174,92,0,277,2474
3676,200735.7033927,4483,11096,458,1337,2802,189,n/e,n/e,13,312,1477,49,n/e,10284,3266,92,0,274,2532
3677,198275.7183397,4484,11486,457,1373,2812,189,n/e,n/e,13,233,1479,23,n/e,10049,3059,92,6,272,2732
3678,200288.0138052,4482,11997,480,1383,2864,189,n/e,n/e,13,541,1480,89,n/e,9952,3055,92,4,264,2771
3679,210543.3361085,4481,12148,487,1395,2955,189,n/e,n/e,13,508,1486,97,n/e,10036,3251,92,9,267,2772
3680,222040.1893297,4481,12173,487,1404,3003,189,n/e,n/e,13,436,1489,78,n/e,10158,3266,92,110,283,2785
3681,229747.8348052,4484,12240,480,1395,2983,189,n/e,n/e,13,938,1492,38,n/e,10134,3201,92,422,272,2793
3682,238512.3969358,4486,12388,465,1394,2944,189,n/e,n/e,13,164,1494,44,n/e,10237,3676,92,833,272,2797
3683,246570.8095107,4470,12297,455,1403,2865,189,n/e,n/e,13,154,1489,66,n/e,10269,3894,92,1338,265,2794
3684,245080.0493379,4467,12171,455,1405,2753,189,n/e,n/e,13,267,1493,122,n/e,10280,3921,92,1800,272,2781
3685,238037.0152088,4477,12077,455,1400,2735,190,n/e,n/e,13,1312,1494,133,n/e,10312,3968,92,2308,270,2775
3686,231321.6713963,4476,12013,455,1398,2724,190,n/e,n/e,13,1507,1494,141,n/e,10371,4166,92,2568,268,2746
3687,225750.9360138,4492,12097,318,1401,2724,190,n/e,n/e,13,1429,1498,134,n/e,10389,4495,92,2670,270,2765
3688,222174.0346703,4493,12106,318,1403,2730,190,n/e,n/e,13,663,1501,83,n/e,10378,4333,92,2933,279,2775
3689,225663.2442389,4473,12314,318,1397,2708,190,n/e,n/e,13,469,1499,114,n/e,10385,4384,92,3242,272,2791
3690,229973.9872773,4481,12402,316,1393,2697,190,n/e,n/e,13,544,1498,116,n/e,10381,4228,92,3597,271,2738
3691,229969.3719207,4483,12502,315,1400,2666,191,n/e,n/e,13,1031,1502,135,n/e,10386,4167,92,3997,279,2730
3692,226637.0844756,4486,12518,315,1398,2671,190,n/e,n/e,13,755,1507,78,n/e,10373,4084,92,4297,271,2760
3693,223614.0259209,4479,12528,315,1398,2668,190,n/e,n/e,13,370,1509,85,n/e,10357,4405,92,4627,268,2770
3694,224246.3297712,4491,12532,315,1412,2678,190,n/e,n/e,13,553,1512,70,n/e,10313,4504,92,4926,271,2788
3695,208092.5817687,4492,12515,315,1424,2707,190,n/e,n/e,13,617,1511,68,n/e,10317,4578,92,5288,267,2794
3696,195354.1976296,4492,12577,314,1398,2743,190,n/e,n/e,13,382,1513,56,n/e,10291,4532,92,5596,271,2794
3697,186446.5594453,4489,12547,312,1337,2874,190,n/e,n/e,13,359,1521,74,n/e,10308,3990,92,5974,269,2788
3698,181932.7407177,4484,12481,312,1324,2899,190,n/e,n/e,13,136,1518,75,n/e,10298,3882,92,6171,268,2780
3699,181951.202144,4484,12439,312,1348,2893,190,n/e,n/e,13,123,1519,67,n/e,10244,3887,92,6148,265,2760
3700,187946.5503312,4484,12459,313,1361,2907,190,n/e,n/e,13,125,1517,48,n/e,10248,3897,92,6262,267,2774
3701,198081.8733637,4472,12488,313,1373,2810,190,n/e,n/e,13,745,1510,36,n/e,10291,3821,92,6388,269,2783
3702,219746.3571134,4460,12405,313,1376,2720,190,n/e,n/e,13,473,1508,26,n/e,10328,3747,92,6210,269,2792
3703,242878.524253,4459,12393,313,1367,2686,191,n/e,n/e,13,318,1506,28,n/e,10359,3812,92,5851,256,2797
3704,254296.9164125,4466,12076,313,1371,2658,192,n/e,n/e,13,340,1502,34,n/e,10364,3784,92,5547,274,2788
3705,257989.2016703,4465,11939,317,1393,2653,192,n/e,n/e,13,456,1502,45,n/e,10392,3816,92,5306,284,2789
3706,262567.6353898,4469,11903,317,1399,2641,192,n/e,n/e,13,529,1503,57,n/e,10420,4172,92,4693,289,2789
3707,266606.0723905,4462,11864,317,1387,2622,192,n/e,n/e,13,678,1503,55,n/e,10451,3987,92,4132,294,2793
3708,261584.56444,4487,11855,317,1366,2625,192,n/e,n/e,13,978,1508,54,n/e,10465,4140,92,3541,292,2807
3709,253835.3807553,4501,11637,317,1357,2639,192,n/e,n/e,13,1042,1509,66,n/e,10500,4141,92,3045,269,2813
3710,247784.6482892,4495,11752,317,1355,2631,192,n/e,n/e,13,912,1511,55,n/e,10506,4102,92,2535,268,2804
3711,242993.9081673,4486,11871,317,1358,2663,192,n/e,n/e,13,1080,1513,36,n/e,10520,4007,92,2000,257,2803
3712,241249.303383,4507,11925,317,1366,2669,192,n/e,n/e,13,1621,1518,42,n/e,10521,3809,92,1609,252,2783
3713,242735.4481993,4502,11864,317,1367,2634,192,n/e,n/e,13,1756,1516,26,n/e,10481,4145,92,1215,248,2790
3714,243723.1345057,4515,11893,317,1364,2647,192,n/e,n/e,13,1794,1516,21,n/e,10472,4037,92,869,257,2795
3715,241964.6836517,4513,12063,319,1377,2698,192,n/e,n/e,13,2026,1514,25,n/e,10493,4133,92,565,265,2800
3716,233910.8864333,4514,12265,319,1368,2682,192,n/e,n/e,13,989,1367,31,n/e,10519,4210,92,306,272,2791
3717,229840.1419367,4512,12377,319,1376,2682,192,n/e,n/e,13,237,1512,22,n/e,10463,4283,92,131,274,2798
3718,227500.1561546,4512,12441,319,1378,2728,192,n/e,n/e,13,1387,1509,36,n/e,10510,4328,92,39,279,2784
3719,210280.2607839,4513,12536,319,1386,2710,192,n/e,n/e,13,3643,1509,54,n/e,10521,4102,92,16,272,2784
3720,193812.6685345,4513,12442,319,1378,2643,192,n/e,n/e,13,4653,1512,99,n/e,10562,4097,92,0,275,2787
3721,184111.1890198,4516,12527,314,1342,2624,192,n/e,n/e,13,3403,1515,27,n/e,10512,3902,92,0,281,2774
3722,180174.2898637,4520,12668,313,1342,2704,191,n/e,n/e,13,4569,1516,29,n/e,10546,3833,92,0,279,2777
3723,181498.8971999,4518,12814,313,1348,2724,192,n/e,n/e,13,3130,1518,26,n/e,10547,3888,92,0,283,2766
3724,180991.207977,4523,12707,313,1343,2711,192,n/e,n/e,13,3815,1523,30,n/e,10556,3987,92,0,280,2785
3725,180192.75129,4521,12398,313,1344,2733,192,n/e,n/e,13,3074,1524,31,n/e,10560,3884,92,0,276,2797
3726,189275.773024,4522,12325,313,1346,2738,192,n/e,n/e,13,2409,1526,26,n/e,10544,3890,92,0,275,2792
3727,202397.2317587,4519,12193,313,1351,2703,192,n/e,n/e,13,1678,1525,26,n/e,10544,3937,92,0,284,2781
3728,216852.5285426,4519,12173,313,1345,2688,192,n/e,n/e,13,1055,1528,25,n/e,10508,3950,92,0,290,2781
3729,226009.3959818,4517,12023,313,1331,2697,192,n/e,n/e,13,2837,1527,51,n/e,10513,3706,92,0,287,2777
3730,231953.9752467,4520,11762,313,1317,2668,192,n/e,n/e,13,2077,1525,22,n/e,10469,3437,92,0,280,2764
3731,233315.5054355,4522,11411,313,1319,2715,193,n/e,n/e,13,893,1526,25,n/e,10431,3372,92,0,278,2739
3732,226323.2402287,4515,11025,313,1319,2745,192,n/e,n/e,13,742,1525,20,n/e,10365,3514,92,0,279,2764
3733,217244.8338513,4513,10691,313,1318,2740,193,n/e,n/e,13,1358,1519,48,n/e,10427,3731,92,0,274,2789
3734,211466.4074229,4516,10591,313,1311,2729,193,n/e,n/e,13,458,1520,33,n/e,10391,3699,92,0,270,2801
3735,207686.4303903,4513,10340,313,1314,2742,193,n/e,n/e,13,371,1520,25,n/e,10403,3654,92,0,278,2803
3736,207215.66402,4515,10026,310,1295,2746,192,n/e,n/e,13,0,1523,20,n/e,10375,3609,92,0,274,2798
3737,210391.0293416,4512,9770,309,908,2869,192,n/e,n/e,13,1370,1519,54,n/e,10425,3482,92,0,277,2774
3738,214646.3881012,4515,9488,310,858,2969,193,n/e,n/e,13,403,1517,25,n/e,10445,3904,92,0,276,2798
3739,214701.77238,4517,9215,310,843,2969,193,n/e,n/e,13,49,1516,38,n/e,10258,3975,92,0,277,2801
3740,206532.5912473,4519,9021,310,830,2965,192,n/e,n/e,13,201,1516,24,n/e,10138,3949,92,0,285,2805
3741,203971.0683498,4519,8986,309,827,2936,192,n/e,n/e,13,863,1517,121,n/e,10103,4183,92,0,285,2812
3742,206495.6683947,4520,8949,310,836,2896,193,n/e,n/e,13,204,1522,30,n/e,10056,4022,92,0,281,2813
3743,192755.7518794,4521,8957,310,847,2944,193,n/e,n/e,13,179,1522,23,n/e,9871,3067,92,0,275,2808
3744,180381.9809095,4523,8984,309,847,2462,192,n/e,n/e,13,52,1521,24,n/e,9625,3267,92,0,275,2795
3745,171082.0374166,4482,8723,467,823,2083,193,n/e,n/e,13,6,1522,57,n/e,9502,3622,92,0,283,2794
3746,166660.5258205,4482,8475,462,812,1818,192,n/e,n/e,13,34,1521,16,n/e,9373,3689,92,0,276,2794
3747,164255.9250464,4478,8430,458,815,1854,192,n/e,n/e,13,35,1523,13,n/e,9221,3695,92,0,275,2804
3748,163180.5469651,4482,8412,458,802,1855,192,n/e,n/e,13,0,1520,15,n/e,9023,3765,92,0,267,2810
3749,159728.2602491,4481,8414,468,795,1956,192,n/e,n/e,13,20,1522,32,n/e,8678,3728,92,0,275,2805
3750,164112.8489926,4481,8414,470,790,2058,192,n/e,n/e,13,26,1531,32,n/e,8459,3750,92,0,271,2806
3751,175180.4740527,4480,8394,463,797,2107,192,n/e,n/e,13,24,1532,21,n/e,8296,3611,92,0,260,2814
3752,186368.0983836,4473,8382,454,784,2098,193,n/e,n/e,13,23,1528,20,n/e,8137,3510,92,0,269,2815
3753,194435.7416717,4466,8371,470,786,2107,192,n/e,n/e,13,17,1526,20,n/e,7978,3085,92,0,272,2806
3754,201081.8551356,4465,8405,469,774,2100,192,n/e,n/e,13,0,1527,6,n/e,7805,2975,92,0,265,2805
3755,207907.9675058,4464,8366,459,784,2085,192,n/e,n/e,13,24,1528,12,n/e,7816,3017,92,0,265,2797
3756,205429.5210266,4465,8360,460,780,2085,192,n/e,n/e,13,28,1529,13,n/e,7880,3043,92,0,267,2792
3757,198072.6426506,4468,8412,464,809,2105,192,n/e,n/e,13,0,1532,27,n/e,7912,3045,92,0,279,2778
3758,192557.2915468,4466,8377,462,855,2137,192,n/e,n/e,13,24,1533,25,n/e,7964,3011,92,0,276,2768
3759,191412.6831169,4468,8378,462,910,2127,192,n/e,n/e,13,23,1534,36,n/e,7997,2974,92,0,275,2762
3760,193651.1310544,4474,8439,452,927,2145,192,n/e,n/e,13,0,1535,29,n/e,8044,2995,92,0,276,2769
3761,203707.9930252,4474,8614,432,924,2175,192,n/e,n/e,13,0,1537,25,n/e,8067,2945,92,0,272,2784
3762,214332.5438542,4477,8666,436,917,2169,192,n/e,n/e,13,24,1540,27,n/e,8125,2926,92,0,276,2776
3763,217724.8309348,4481,8654,448,918,2166,192,n/e,n/e,13,23,1544,34,n/e,8386,2967,92,0,275,2787
3764,214660.2341709,4493,8681,454,916,2180,192,n/e,n/e,13,26,1546,31,n/e,8849,2981,92,0,274,2772
3765,214000.2381811,4490,9055,461,931,2296,192,n/e,n/e,13,29,1546,31,n/e,9357,3235,92,0,275,2768
3766,216003.3029334,4489,9457,463,939,2530,192,n/e,n/e,13,0,1551,36,n/e,9768,3116,92,0,278,2771
3767,198455.717246,4487,9776,467,952,2707,192,n/e,n/e,13,25,1554,40,n/e,9979,2962,92,0,276,2770
3768,187235.7854191,4482,10308,467,997,2752,192,n/e,n/e,13,21,1555,21,n/e,10065,3075,92,0,281,2772
3769,184660.4164519,4479,11095,474,1092,3123,192,n/e,n/e,13,77,1557,17,n/e,10068,3144,92,0,288,2773
3770,179786.5999117,4482,11873,472,1205,3508,193,n/e,n/e,13,108,1558,28,n/e,10195,3552,92,0,286,2773
3771,181545.0507657,4480,12469,479,1238,3800,192,n/e,n/e,13,510,1559,71,n/e,10282,3372,92,0,278,2774
3772,186575.7894293,4479,12830,483,1242,4052,193,n/e,n/e,13,1501,1562,52,n/e,10323,3452,92,0,271,2775
3773,198404.9483237,4475,13061,470,1260,4537,193,n/e,n/e,13,873,1567,19,n/e,10322,3902,92,3,279,2784
