timestep,demand_el,biomass,brown_lig,coal_derived_gas,fossil_gas,fossil_hardcoal,fossil_oil,fossil_oil_shale,fossil_peat,geothermal,hydro_pumped_storage,run_of_river,hydro_water_reservoir,marine,nuclear,other ,other_renewable,solar,waste,wind_offshore
226,229595.5280384,4475,11431,478,1067,1930,192,n/e,n/e,11,36,1054,33,n/e,10377,2244,95,27,269,2682
227,238826.2411827,4446,11703,489,1079,1908,192,n/e,n/e,11,0,1053,30,n/e,10370,2161,95,74,266,2673
228,251066.166812,4433,11994,497,1120,1912,192,n/e,n/e,11,0,1056,7,n/e,10393,2058,95,158,269,2674
229,251735.393515,4438,12293,512,1188,1979,192,n/e,n/e,11,82,1059,5,n/e,10392,1955,95,321,263,2673
230,242818.5246176,4442,12539,537,1199,2048,192,n/e,n/e,11,76,1058,6,n/e,10448,2021,95,515,266,2652
231,236573.9471755,4444,12666,541,1207,2124,192,n/e,n/e,11,0,1061,11,n/e,10505,2151,95,730,267,2672
232,234847.8038175,4452,12778,548,1205,2215,192,n/e,n/e,11,116,1062,28,n/e,10515,2516,95,985,262,2663
233,239763.1585668,4441,12854,558,1187,2272,192,n/e,n/e,11,0,1057,11,n/e,10548,2899,95,1226,266,2667
234,261321.4891153,4443,13028,565,1189,2300,191,n/e,n/e,11,51,1056,10,n/e,10552,2930,95,1496,270,2660
235,272873.7266154,4460,13220,543,1202,2398,191,n/e,n/e,11,112,1059,10,n/e,10555,2888,95,1794,273,2657
236,271350.6589466,4468,13437,511,1193,2449,191,n/e,n/e,11,524,1064,13,n/e,10547,2849,95,2074,265,2649
237,261012.260225,4463,13649,533,1187,2541,191,n/e,n/e,11,48,1067,10,n/e,10504,2455,95,2323,267,2648
238,254583.06852,4462,13820,544,1207,2508,193,n/e,n/e,11,325,1068,17,n/e,10472,2611,95,2547,270,2650
239,258949.1958373,4462,13856,538,1229,2480,193,n/e,n/e,11,738,1069,32,n/e,10518,2822,95,2743,264,2644
240,248361.5678607,4467,13874,542,1213,2462,193,n/e,n/e,11,947,1077,37,n/e,10538,2752,95,2871,267,2649
241,237829.3241631,4464,13952,542,1216,2450,193,n/e,n/e,11,821,1063,25,n/e,10554,2802,95,2974,276,2655
242,228506.3038873,4467,13961,544,1232,2495,193,n/e,n/e,11,550,1063,6,n/e,10541,2980,95,3049,277,2655
243,224315.5601198,4472,13984,542,1216,2627,193,n/e,n/e,11,790,1057,10,n/e,10555,2330,95,3020,276,2658
244,222017.1125469,4464,14076,539,1211,2720,193,n/e,n/e,11,289,1058,6,n/e,10535,2443,95,3161,278,2662
245,224380.1751118,4460,14280,543,1215,2819,190,n/e,n/e,11,672,1063,10,n/e,10563,2324,95,3069,272,2666
246,234764.7273992,4463,14369,548,1217,2797,190,n/e,n/e,11,630,1066,6,n/e,10537,2047,95,3000,279,2668
247,263486.0913477,4466,14423,537,1225,2827,190,n/e,n/e,11,869,1065,14,n/e,10538,1674,95,2859,269,2667
248,292812.0670072,4472,14443,524,1221,2872,190,n/e,n/e,11,690,1068,7,n/e,10540,1476,95,2706,266,2667
249,305042.7619234,4476,14506,529,1221,2837,190,n/e,n/e,11,1163,1072,12,n/e,10563,1601,95,2379,264,2651
250,308878.1232348,4480,14545,544,1226,2866,190,n/e,n/e,11,597,1070,7,n/e,10554,2104,95,2042,258,2597
251,312902.7141657,4478,14546,555,1231,2969,190,n/e,n/e,11,692,1069,22,n/e,10534,2102,95,1711,262,2559
252,317988.8371083,4479,14466,559,1231,3012,190,n/e,n/e,11,540,1064,5,n/e,10513,2194,95,1388,267,2538
253,318602.6795323,4475,14749,555,1221,3008,190,n/e,n/e,11,271,1071,21,n/e,10548,1952,95,1057,258,2525
254,316262.6937503,4477,14965,553,1218,3004,190,n/e,n/e,11,147,1072,26,n/e,10553,1773,95,770,262,2527
255,311587.3375427,4474,15067,561,1209,3080,190,n/e,n/e,11,208,1066,18,n/e,10508,2132,95,513,269,2531
256,308730.4318245,4485,15012,554,1212,3099,190,n/e,n/e,11,301,1067,20,n/e,10443,2148,95,294,261,2527
257,308531.9714919,4494,14945,552,1204,3232,190,n/e,n/e,11,504,1068,15,n/e,10417,1808,95,129,254,2528
258,320642.6671372,4491,14914,549,1206,3376,190,n/e,n/e,11,773,1074,36,n/e,10444,2056,95,51,251,2537
259,325461.0993986,4495,14773,556,1214,3201,190,n/e,n/e,11,1787,1079,62,n/e,10446,2137,95,10,252,2575
260,321842.659846,4493,14783,555,1211,3414,190,n/e,n/e,11,2835,1075,102,n/e,10452,2116,95,2,253,2609
261,308573.5097011,4487,14429,557,1205,3521,189,n/e,n/e,11,3750,1048,19,n/e,10425,2000,95,0,248,2622
262,296605.8901095,4496,14306,555,1195,3596,189,n/e,n/e,11,2295,1042,12,n/e,10447,2086,95,0,255,2610
263,290615.1572788,4500,14335,554,1208,3651,189,n/e,n/e,11,2029,1041,8,n/e,10449,2231,95,0,250,2576
264,272550.6516554,4494,14404,550,1214,3649,189,n/e,n/e,11,1770,1040,7,n/e,10561,2301,95,0,248,2566
265,257873.8177559,4484,14538,549,1213,3640,189,n/e,n/e,11,722,1033,7,n/e,10551,2453,95,0,261,2554
266,248186.184311,4462,14552,557,1220,3573,189,n/e,n/e,11,220,1029,5,n/e,10546,2472,95,0,265,2537
267,242481.6035878,4484,14600,558,1224,3537,189,n/e,n/e,11,84,1029,9,n/e,10507,2602,95,0,269,2531
268,239790.8507062,4492,14584,561,1223,3387,189,n/e,n/e,11,1930,1033,18,n/e,10517,2632,95,0,265,2519
269,241392.3794368,4493,14568,555,1231,3533,190,n/e,n/e,11,1594,1032,47,n/e,10572,2860,95,0,265,2519
270,250480.0165274,4490,14601,553,1242,3524,191,n/e,n/e,11,2772,1029,7,n/e,10556,2775,95,0,269,2515
271,280784.4477801,4492,14654,550,1257,3473,191,n/e,n/e,11,519,1026,7,n/e,10448,2683,95,0,267,2520
272,312016.5657039,4492,14613,554,1255,3433,191,n/e,n/e,11,166,1026,12,n/e,10424,2818,95,0,271,2522
273,321759.5834277,4491,14754,548,1233,3539,191,n/e,n/e,11,1879,1040,74,n/e,10591,2995,95,0,270,2527
274,321787.2755671,4494,14706,544,1208,3584,191,n/e,n/e,11,1556,1038,16,n/e,10563,2809,95,0,269,2530
275,323236.4975308,4495,14685,540,1214,3510,191,n/e,n/e,11,1833,1037,7,n/e,10528,2654,95,0,267,2534
276,324118.0306361,4500,14707,542,1202,3434,191,n/e,n/e,11,1038,1039,8,n/e,10442,2956,95,0,265,2537
277,325207.2547871,4496,14784,545,1196,3493,192,n/e,n/e,11,1022,1051,28,n/e,10467,2934,95,0,267,2534
278,322848.8075787,4496,14779,547,1193,3486,192,n/e,n/e,11,807,1051,4,n/e,10452,2851,95,0,267,2535
279,318833.447361,4500,14806,548,1197,3314,192,n/e,n/e,11,525,1053,60,n/e,10444,2662,95,0,270,2545
280,316918.0743835,4501,14795,554,1181,3120,192,n/e,n/e,11,409,1055,75,n/e,10449,2694,95,0,269,2551
281,318118.0670923,4499,15215,557,1184,3223,192,n/e,n/e,11,807,1060,96,n/e,10485,3101,95,0,268,2562
282,332462.5953185,4499,15344,540,1185,3151,192,n/e,n/e,11,499,1063,73,n/e,10478,2832,95,0,263,2554
283,337521.0261216,4472,15374,513,1182,2958,191,n/e,n/e,11,473,1052,68,n/e,10454,2610,95,0,267,2560
284,333039.51489,4473,15335,526,1189,2961,192,n/e,n/e,11,119,1047,77,n/e,10447,2593,95,0,267,2569
285,318118.0670923,4474,15443,531,1158,2995,192,n/e,n/e,11,505,1053,150,n/e,10466,2432,95,0,277,2578
286,306118.1400047,4474,15420,536,1104,2832,192,n/e,n/e,11,545,1054,199,n/e,10450,2416,95,0,275,2581
287,297215.117177,4476,15367,537,1095,2821,192,n/e,n/e,11,96,1060,156,n/e,10449,2512,95,0,264,2583
288,279658.3007765,4477,15208,544,1077,2711,192,n/e,n/e,11,261,1059,56,n/e,10408,2467,95,0,263,2580
289,266347.6124224,4461,14761,543,1071,2518,192,n/e,n/e,11,0,1083,52,n/e,10458,2403,95,0,260,2589
290,257592.281005,4463,14371,538,1073,2375,192,n/e,n/e,11,67,1078,49,n/e,10453,2275,95,0,257,2596
291,250849.2450531,4465,14048,533,1082,2294,192,n/e,n/e,11,0,1076,74,n/e,10454,2200,95,0,262,2596
292,246833.8848354,4466,13814,539,1077,2518,192,n/e,n/e,11,102,1073,27,n/e,10423,2255,95,0,267,2595
293,249510.7916472,4432,13400,533,1060,2599,192,n/e,n/e,11,0,1075,39,n/e,10437,2440,95,0,254,2592
294,258616.8901641,4421,13108,519,1057,2615,191,n/e,n/e,11,0,1071,79,n/e,10448,2729,95,0,249,2592
295,286955.1795171,4422,13070,512,1059,2630,190,n/e,n/e,11,26,1068,99,n/e,10439,2878,95,0,254,2599
296,318348.8349209,4426,13050,525,1059,2682,190,n/e,n/e,11,33,1074,32,n/e,10405,2779,95,0,257,2591
297,328581.0804413,4423,12795,537,1101,2763,191,n/e,n/e,11,18,1074,40,n/e,10428,2816,95,0,263,2592
298,328179.5444196,4422,12472,541,1106,2738,190,n/e,n/e,11,28,1077,57,n/e,10425,2756,95,0,259,2596
299,330750.2980303,4424,12429,533,1116,2772,190,n/e,n/e,11,25,1075,58,n/e,10435,2757,95,0,263,2601
300,332693.3631471,4427,12439,536,1112,2986,190,n/e,n/e,11,0,1075,27,n/e,10412,2930,95,0,269,2598
301,331045.6808509,4424,12399,542,1110,2954,191,n/e,n/e,11,0,1069,29,n/e,10270,2739,95,0,271,2589
302,330224.147381,4425,12341,538,1118,3022,191,n/e,n/e,11,0,1073,28,n/e,10283,2661,95,0,269,2598
303,326628.7846113,4424,12215,532,1212,3214,189,n/e,n/e,11,25,1072,54,n/e,10349,2571,95,0,266,2600
304,324856.4876876,4427,11819,502,1217,3340,189,n/e,n/e,11,0,1077,42,n/e,10343,2142,95,0,265,2602
305,324708.7962773,4424,11694,519,1211,3787,190,n/e,n/e,11,0,1082,62,n/e,10338,2389,95,0,264,2601
306,337534.8721913,4424,11730,527,1217,4305,190,n/e,n/e,11,31,1089,59,n/e,10346,2583,95,0,257,2606
307,341499.4634868,4414,11867,500,1225,4816,190,n/e,n/e,11,32,1097,72,n/e,10204,2834,95,0,254,2605
308,335721.0370585,4422,12145,500,1266,4932,190,n/e,n/e,11,34,1101,108,n/e,10150,2698,95,0,259,2606
309,318127.2978054,4427,12882,507,1311,5178,190,n/e,n/e,11,0,1098,42,n/e,10130,3202,95,0,265,2610
310,304170.4595312,4444,13741,503,1407,5319,190,n/e,n/e,11,0,1105,41,n/e,10061,3545,95,0,262,2611
311,296481.275482,4450,14388,502,1418,5434,190,n/e,n/e,11,0,1114,48,n/e,10163,3360,95,0,257,2613
312,279436.7636611,4442,14566,504,1487,5674,190,n/e,n/e,11,0,1115,36,n/e,10246,3689,95,0,266,2611
313,259318.424363,4427,14818,518,1514,6135,189,n/e,n/e,11,563,1093,45,n/e,10068,4039,95,0,268,2615
314,249496.9455775,4424,15166,540,1539,6585,189,n/e,n/e,11,718,1092,39,n/e,10007,4136,95,0,262,2620
315,242283.1432552,4425,15626,547,1621,7157,189,n/e,n/e,11,498,1094,31,n/e,10191,4539,95,0,258,2639
316,239707.774288,4422,15802,540,1640,7604,189,n/e,n/e,11,0,1095,49,n/e,10482,4950,95,0,257,2642
317,240473.9234789,4427,16185,525,1733,8131,189,n/e,n/e,11,1297,1097,45,n/e,10522,5014,95,0,257,2649
318,250064.6344359,4426,16373,515,1763,8804,189,n/e,n/e,11,1532,1095,61,n/e,10576,5259,95,0,260,2650
319,276575.2425863,4426,16486,531,1870,9412,189,n/e,n/e,11,2987,1099,126,n/e,10584,5007,95,0,262,2653
320,306358.1385464,4447,16691,550,1965,10143,190,n/e,n/e,11,2747,1097,146,n/e,10585,5146,95,0,256,2661
321,315971.9262862,4454,16858,552,2060,10759,190,n/e,n/e,11,2298,1097,139,n/e,10583,5587,95,6,249,2665
322,316581.1533537,4456,16918,556,2420,11473,190,n/e,n/e,11,3276,1102,49,n/e,10591,5475,95,29,257,2664
323,319114.9841119,4449,16960,561,2693,11961,190,n/e,n/e,11,1994,1101,40,n/e,10612,5626,95,85,253,2664
324,322318.0415729,4451,17039,545,2901,11997,190,n/e,n/e,11,1827,1110,40,n/e,10618,5761,95,164,254,2666
325,322142.6580232,4451,17170,532,2931,12103,190,n/e,n/e,11,2451,1125,32,n/e,10619,5906,95,257,253,2657
326,319701.1343965,4457,17165,534,3087,12231,190,n/e,n/e,11,2935,1142,40,n/e,10606,5873,95,420,256,2659
327,314905.7789181,4483,17170,537,3530,12417,190,n/e,n/e,11,3782,1143,61,n/e,10610,5732,95,618,253,2656
328,311633.4911084,4486,17276,530,3763,12588,190,n/e,n/e,11,3203,1148,40,n/e,10607,5753,95,835,257,2657
329,310336.5759116,4482,17299,527,3666,12922,190,n/e,n/e,11,2925,1161,118,n/e,10602,5675,95,1040,262,2657
330,323504.188212,4486,17204,531,3701,13099,190,n/e,n/e,11,2491,1175,121,n/e,10607,5729,95,1271,257,2657
331,327750.3162584,4484,17278,530,3668,13217,190,n/e,n/e,11,2497,1177,55,n/e,10614,6111,95,1455,258,2657
332,322054.9662483,4481,17151,500,3727,13384,190,n/e,n/e,11,3000,1184,76,n/e,10599,6058,95,1633,265,2673
333,306108.9092915,4479,17096,487,3789,13647,190,n/e,n/e,11,662,1193,67,n/e,10611,6048,95,1791,242,2666
334,291819.7653441,4487,17090,495,4048,13725,190,n/e,n/e,11,757,1203,76,n/e,10613,6066,95,1962,240,2660
335,284329.0416275,4487,17144,509,4302,13842,190,n/e,n/e,11,1093,1208,76,n/e,10614,5962,95,2065,248,2670
336,266652.2259562,4495,17157,513,4162,13904,190,n/e,n/e,11,1716,1220,75,n/e,10619,5865,95,2175,256,2666
337,252330.7745128,4498,16679,501,4141,13978,188,n/e,n/e,11,1163,1224,74,n/e,10613,5869,95,2240,252,2667
338,242786.2171216,4485,16613,518,4108,13558,187,n/e,n/e,11,1762,1227,86,n/e,10594,5995,95,2230,223,2664
339,237446.2495676,4481,16622,534,4391,13212,187,n/e,n/e,11,2915,1230,71,n/e,10606,5939,95,2226,210,2655
340,235083.1870027,4478,16710,546,4426,13315,186,n/e,n/e,11,2775,1238,56,n/e,10589,5942,95,2228,263,2661
341,237400.0960019,4464,16688,564,4690,13405,186,n/e,n/e,11,1718,1238,86,n/e,10614,5980,95,2141,292,2656
342,246903.1151839,4466,16676,564,4752,13545,184,n/e,n/e,11,1620,1240,79,n/e,10602,5799,95,2095,289,2665
343,272186.0384862,4469,16668,551,4611,13582,182,n/e,n/e,11,1549,1245,76,n/e,10604,5816,95,1962,288,2668
344,302919.6979002,4471,16618,551,4549,13624,169,n/e,n/e,11,1355,1247,74,n/e,10590,5714,95,1823,288,2669
345,313770.4012013,4468,16650,519,4617,13713,180,n/e,n/e,11,2215,1247,76,n/e,10601,5595,95,1589,288,2663
346,315145.7774598,4468,16657,504,4659,13726,180,n/e,n/e,11,1931,1256,74,n/e,10606,5277,95,1400,291,2673
347,319096.5226856,4471,16641,517,4850,13661,180,n/e,n/e,11,1717,1253,73,n/e,10607,5120,95,1193,289,2680
348,322156.5040929,4474,16622,523,4827,13760,180,n/e,n/e,11,288,1249,57,n/e,10601,5267,95,1008,284,2680
349,320033.4400697,4487,16806,510,4493,13854,180,n/e,n/e,11,457,1242,92,n/e,10600,5154,95,828,283,2680
350,315441.1602804,4481,16903,464,4568,13842,180,n/e,n/e,11,1871,1240,89,n/e,10605,5018,95,660,279,2676
351,308356.5879422,4471,16959,434,4540,13801,180,n/e,n/e,11,327,1237,61,n/e,10599,5364,95,405,274,2684
352,304848.9169473,4465,16918,490,4465,13738,180,n/e,n/e,11,171,1234,65,n/e,10605,5461,95,252,275,2684
353,303962.7684855,4467,16808,465,4367,13794,180,n/e,n/e,11,17,1226,65,n/e,10575,5181,95,137,277,2677
354,315459.6217067,4469,16820,452,4493,13857,179,n/e,n/e,11,1459,1228,69,n/e,10610,5220,95,68,289,2672
355,318639.6023849,4475,16823,453,4829,14035,179,n/e,n/e,11,168,1233,92,n/e,10576,5457,95,23,291,2666
356,311421.1847061,4485,16842,477,5176,14065,298,n/e,n/e,11,1536,1258,131,n/e,10565,5716,95,2,288,2663
357,294741.2860543,4485,16775,486,5151,13809,317,n/e,n/e,11,2190,1259,151,n/e,10574,5672,95,0,281,2675
358,281707.5190945,4481,16779,478,5229,13738,318,n/e,n/e,11,1434,1261,124,n/e,10577,5880,95,0,279,2680
359,277558.3135362,4493,16779,481,5295,14304,320,n/e,n/e,11,2401,1264,108,n/e,10562,5933,95,0,284,2688
360,262807.6339316,4498,16838,484,5359,14226,206,n/e,n/e,11,2514,1239,107,n/e,10566,6100,95,0,290,2679
361,248915.4106494,4497,16945,504,5249,14309,179,n/e,n/e,11,2443,1230,82,n/e,10569,5978,95,0,287,2680
362,238309.3212466,4493,17021,510,5128,14344,179,n/e,n/e,11,2298,1228,64,n/e,10580,5907,95,0,285,2671
363,231524.7470855,4492,17209,519,4974,14263,179,n/e,n/e,11,1305,1228,93,n/e,10576,5984,95,0,281,2671
364,227154.0044117,4492,17308,517,4962,14343,179,n/e,n/e,11,1455,1229,40,n/e,10563,5930,95,0,283,2673
365,225178.6317988,4489,17351,532,4909,14554,179,n/e,n/e,11,1211,1236,37,n/e,10576,6147,95,0,284,2675
366,221320.1937045,4487,17321,535,4828,14929,180,n/e,n/e,11,718,1237,37,n/e,10552,5890,95,0,290,2677
367,219044.8229144,4495,17053,519,4584,15085,180,n/e,n/e,11,715,1244,28,n/e,10544,5630,95,0,290,2687
368,232909.3540572,4503,16976,499,4018,15227,180,n/e,n/e,11,522,1238,29,n/e,10557,5475,95,0,290,2688
369,248555.4128368,4506,17233,533,3521,15462,180,n/e,n/e,11,1619,1239,84,n/e,10577,5366,95,0,291,2684
370,262687.6346607,4505,17307,539,3338,15378,180,n/e,n/e,11,706,1229,31,n/e,10544,5163,95,0,296,2680
371,270819.8929408,4508,17391,543,3115,15249,180,n/e,n/e,11,248,1221,28,n/e,10545,5053,95,0,292,2691
372,276658.3190046,4509,17355,575,2963,15173,180,n/e,n/e,11,189,1218,27,n/e,10536,5240,95,0,285,2688
373,275167.5588318,4495,17458,605,2964,14996,180,n/e,n/e,11,211,1214,34,n/e,10578,4862,95,0,291,2688
374,267962.9872227,4495,17440,605,2957,15060,180,n/e,n/e,11,374,1223,34,n/e,10565,4705,95,0,293,2688
375,262553.7893201,4502,17381,578,2808,15073,180,n/e,n/e,11,147,1225,29,n/e,10550,4652,95,0,291,2688
376,262036.869384,4497,17342,575,2180,14978,180,n/e,n/e,11,68,1228,26,n/e,10526,4755,95,0,297,2683
377,265189.1579228,4497,17392,600,1841,15060,180,n/e,n/e,11,532,1237,34,n/e,10570,4666,95,0,293,2679
378,281749.0573037,4483,17322,601,1655,14636,180,n/e,n/e,11,570,1233,27,n/e,10539,4455,95,0,290,2685
379,290061.3144901,4471,17184,599,1661,13999,179,n/e,n/e,11,261,1232,25,n/e,10536,4337,95,0,290,2683
380,283539.8156537,4468,17042,601,1651,13347,180,n/e,n/e,11,0,1234,25,n/e,10528,4125,95,0,282,2693
381,266896.8398545,4471,17016,600,1650,12803,180,n/e,n/e,11,79,1246,61,n/e,10570,3519,95,0,278,2684
382,260223.0342512,4470,16967,596,1659,12406,180,n/e,n/e,11,0,1244,33,n/e,10565,3312,95,0,273,2692
383,261298.4123325,4464,16947,564,1618,11736,179,n/e,n/e,11,128,1243,36,n/e,10554,3465,95,0,282,2688
384,250840.01434,4474,16941,562,1359,11003,180,n/e,n/e,11,0,1253,22,n/e,10519,3638,95,0,279,2684
385,239693.9282182,4436,16966,569,1306,10441,180,n/e,n/e,11,0,1260,32,n/e,10550,3338,95,0,279,2682
386,228377.0739033,4431,16953,576,1302,10123,180,n/e,n/e,11,0,1269,39,n/e,10558,3147,95,0,280,2689
387,219395.5900139,4444,16873,564,1308,9859,181,n/e,n/e,11,67,1271,29,n/e,10546,3215,95,0,279,2688
388,215712.5354693,4459,16784,535,1300,9655,181,n/e,n/e,11,0,1275,34,n/e,10538,3176,95,0,278,2691
389,212458.709086,4419,16610,533,1307,9571,181,n/e,n/e,11,0,1285,56,n/e,10584,3013,95,0,286,2680
390,204811.0632459,4371,16489,536,1315,9292,181,n/e,n/e,11,0,1285,34,n/e,10571,2848,95,0,283,2679
391,195340.3515598,4428,16541,549,1326,9015,181,n/e,n/e,11,0,1285,48,n/e,10567,2707,95,0,283,2680
392,197080.3409875,4435,16601,560,1320,8762,180,n/e,n/e,11,0,1294,35,n/e,10527,2742,95,0,290,2676
393,208798.7313242,4442,16588,577,1316,8247,181,n/e,n/e,11,0,1294,21,n/e,10574,3140,95,0,290,2687
394,224670.9425759,4444,16521,576,1325,7811,181,n/e,n/e,11,65,1292,18,n/e,10571,3260,95,0,290,2687
395,236167.7957971,4441,16542,558,1325,7555,180,n/e,n/e,11,0,1293,18,n/e,10552,3197,95,0,294,2687
396,248144.6461018,4436,16520,545,1318,7304,180,n/e,n/e,11,65,1293,18,n/e,10519,3142,95,0,292,2683
397,247941.5704127,4441,16337,551,1317,7139,179,n/e,n/e,11,0,1296,18,n/e,10537,3167,95,0,300,2683
398,239375.4686148,4438,16160,556,1320,7093,180,n/e,n/e,11,65,1299,18,n/e,10555,3081,95,0,297,2687
399,232443.2030434,4439,16152,556,1326,7180,180,n/e,n/e,11,0,1302,18,n/e,10563,3143,95,0,284,2690
400,229406.2984189,4436,16188,565,1318,7225,180,n/e,n/e,11,0,1304,18,n/e,10568,3159,95,0,283,2693
401,231090.9035677,4431,16628,557,1322,7338,180,n/e,n/e,11,0,1312,18,n/e,10558,3036,95,0,289,2696
402,250276.9408382,4438,16853,564,1325,7468,180,n/e,n/e,11,0,1314,18,n/e,10549,2989,95,0,290,2693
403,263241.4774494,4446,16927,564,1332,7457,179,n/e,n/e,11,25,1313,18,n/e,10548,3166,95,0,284,2684
404,261381.4887508,4454,17024,563,1324,7738,180,n/e,n/e,11,0,1306,18,n/e,10509,3143,95,0,285,2692
405,251615.3942441,4446,17225,566,1325,8228,180,n/e,n/e,11,0,1298,18,n/e,10542,3187,95,0,282,2703
406,246284.6574033,4443,17313,564,1366,8831,179,n/e,n/e,11,0,1301,18,n/e,10544,3277,95,0,288,2701
407,249127.7170517,4446,17358,573,1434,9724,180,n/e,n/e,11,0,1299,18,n/e,10529,3279,95,0,287,2696
408,235489.338381,4441,17338,595,1441,10440,180,n/e,n/e,11,0,1291,18,n/e,10534,3540,95,0,291,2689
409,223175.5670465,4436,17173,601,1497,11082,180,n/e,n/e,11,0,1281,18,n/e,10510,4122,95,0,289,2696
410,214147.9295914,4430,17202,588,1693,11884,180,n/e,n/e,11,159,1292,20,n/e,10561,4067,95,0,284,2692
411,209643.3415769,4430,17297,566,2007,12956,180,n/e,n/e,11,169,1279,29,n/e,10595,4096,95,0,287,2688
412,209306.4205472,4429,17320,540,1983,13825,180,n/e,n/e,11,105,1174,38,n/e,10612,4787,95,0,290,2689
413,214175.6217308,4427,17212,533,2046,14393,180,n/e,n/e,11,109,1172,36,n/e,10599,5144,95,0,290,2687
414,226747.8530333,4429,17238,515,2244,15021,180,n/e,n/e,11,566,1167,44,n/e,10610,5132,95,0,294,2684
415,253793.8425462,4428,17269,512,2470,15399,180,n/e,n/e,11,1326,1168,40,n/e,10610,5111,95,0,300,2682
416,285381.342926,4433,17307,550,2552,15778,181,n/e,n/e,11,1356,1168,42,n/e,10608,5467,95,0,297,2682
417,298788.9537681,4442,17329,580,2561,16020,181,n/e,n/e,11,993,1176,39,n/e,10597,5669,95,5,298,2688
418,302582.7768704,4423,17390,606,2537,16121,181,n/e,n/e,11,1179,1173,44,n/e,10605,5652,95,26,303,2688
419,304968.9162182,4427,17359,614,2531,16240,181,n/e,n/e,11,1458,1174,45,n/e,10608,5659,95,85,305,2686
420,310553.4976705,4433,17330,627,2516,16499,181,n/e,n/e,11,1271,1178,40,n/e,10609,5684,95,186,300,2686
421,309251.9671172,4413,17305,626,2456,16525,181,n/e,n/e,11,848,1176,40,n/e,10607,5467,95,314,301,2679
422,307784.2837272,4412,17270,625,2440,16508,181,n/e,n/e,11,910,1179,43,n/e,10616,5465,95,476,306,2669
423,303035.0818145,4407,17226,613,2445,16614,181,n/e,n/e,11,993,1180,41,n/e,10611,5540,95,665,298,2640
424,300118.1764609,4407,17175,597,2490,16580,181,n/e,n/e,11,1104,1178,38,n/e,10607,5601,95,956,298,2618
425,298645.8777144,4402,17000,564,2515,16623,181,n/e,n/e,11,1385,1180,40,n/e,10604,5545,95,1232,289,2608
426,311245.8011563,4419,16972,497,2521,16679,181,n/e,n/e,11,1334,1188,31,n/e,10600,5553,95,1507,290,2599
427,316941.1511664,4428,17034,500,2529,16787,181,n/e,n/e,11,1285,1185,31,n/e,10612,5530,95,1831,285,2584
428,311836.5667976,4430,17035,514,2536,16798,181,n/e,n/e,11,1640,1183,26,n/e,10608,5470,95,2111,280,2583
429,296564.3519003,4430,16896,511,2554,16922,181,n/e,n/e,11,1067,1182,25,n/e,10611,5504,95,2200,267,2551
430,284222.8884264,4421,16616,498,2562,16972,181,n/e,n/e,11,1149,1182,22,n/e,10606,5534,95,2391,268,2533
431,275758.324473,4424,16371,482,2604,16939,181,n/e,n/e,11,1614,1184,23,n/e,10600,5474,95,2605,285,2532
432,254167.6864285,4432,16403,455,2644,16961,181,n/e,n/e,11,1481,1188,23,n/e,10600,5403,95,2791,280,2517
433,237880.0930854,4442,16646,460,2657,16845,180,n/e,n/e,11,988,1187,23,n/e,10597,5401,95,2961,280,2527
434,229553.9898292,4438,16638,446,2723,16995,180,n/e,n/e,11,719,1188,17,n/e,10598,5429,95,2935,278,2524
435,226350.9323681,4443,16634,437,2698,17139,180,n/e,n/e,11,579,1183,8,n/e,10603,5620,95,2942,270,2518
436,226410.9320036,4453,16573,423,2650,17191,180,n/e,n/e,11,481,1186,5,n/e,10591,5669,95,2908,292,2515
437,231252.4410478,4447,16605,416,2643,17226,180,n/e,n/e,11,345,1185,9,n/e,10604,5593,95,2735,290,2511
438,241756.992606,4432,16625,398,2676,17222,180,n/e,n/e,11,234,1183,6,n/e,10597,5675,95,2548,290,2517
439,270072.2051762,4425,16596,395,2724,17199,180,n/e,n/e,11,681,1184,6,n/e,10594,5654,95,2290,291,2521
440,301392.0148748,4424,16632,401,2745,17198,180,n/e,n/e,11,568,1179,5,n/e,10586,5435,95,2118,289,2502
441,313031.9441498,4418,16626,412,2740,17106,180,n/e,n/e,11,1207,1173,6,n/e,10598,5422,95,1943,289,2512
442,312990.4059406,4457,16635,396,2754,16993,180,n/e,n/e,11,1433,1175,9,n/e,10604,5469,95,1711,288,2522
443,315311.9302964,4423,16577,397,2763,17016,180,n/e,n/e,11,1757,1168,10,n/e,10604,5454,95,1508,278,2520
444,317527.301451,4447,16552,399,2751,16997,180,n/e,n/e,11,956,1168,8,n/e,10598,5365,95,1280,279,2543
